sample_id,latitude,longitude,nearest_moil_mine,distance_to_mine_km,elevation_m,ndvi_sentinel2,soil_moisture_sar_pct,lst_celsius_landsat9,rainfall_annual_chirps_mm,bouguer_gravity_anomaly_mgal,swir_alteration_ratio,magnetic_susceptibility_si,manganese_present
MOIL-SAMP-00701,21.39028,79.2522,Kandri Mine,3.33,329.3,0.861,54.9,29.4,1254.1,-0.97,1.302,5.6,0
MOIL-SAMP-00702,21.61179,79.7674,Sitasaongi Mine,3.25,384.4,0.755,30.9,27.6,1346.3,-6.71,1.203,7.0,0
MOIL-SAMP-00703,21.54744,79.7102,Dongri Buzurg Mine,1.51,343.5,0.745,32.7,35.2,1271.6,-6.47,1.109,-0.1,0
MOIL-SAMP-00704,21.54979,79.75033,Chikla Mine,1.84,408.2,0.827,45.7,29.8,1261.0,-9.96,1.187,18.9,0
MOIL-SAMP-00705,21.98931,80.48766,Ukwa Mine,3.11,362.7,0.244,65.5,36.8,1343.8,40.66,2.505,11.5,1
MOIL-SAMP-00706,21.66719,79.6979,Tirodi Mine,2.95,437.0,0.431,66.9,33.9,1410.5,24.03,2.08,56.7,1
MOIL-SAMP-00707,21.39416,79.26398,Mansar Mine,1.03,421.7,0.303,69.9,34.5,1218.5,25.41,2.298,47.0,1
MOIL-SAMP-00708,21.55001,79.74464,Chikla Mine,1.62,389.3,0.258,62.4,33.6,1256.9,23.03,2.304,16.4,1
MOIL-SAMP-00709,21.5818,79.76864,Sitasaongi Mine,0.8,416.0,0.422,57.4,34.7,1259.7,31.89,2.092,54.0,1
MOIL-SAMP-00710,21.5514,79.7306,Chikla Mine,1.87,336.2,0.218,57.4,37.1,1336.1,21.51,1.886,38.7,1
MOIL-SAMP-00711,21.56384,79.74342,Chikla Mine,0.16,417.1,0.157,61.9,37.2,1344.9,23.74,2.097,10.2,1
MOIL-SAMP-00712,21.43434,79.27667,Kandri Mine,2.16,352.4,0.283,61.9,33.7,1248.8,25.44,2.254,49.2,1
MOIL-SAMP-00713,21.96652,80.4607,Ukwa Mine,0.77,420.3,0.34,48.4,33.6,1306.4,27.31,2.257,44.8,1
MOIL-SAMP-00714,21.53871,79.72119,Chikla Mine,3.57,306.4,0.704,29.6,33.5,1244.1,-0.1,1.118,24.3,0
MOIL-SAMP-00715,21.53689,79.75001,Chikla Mine,3.16,397.9,0.51,35.8,33.8,1206.8,-11.77,1.013,8.4,0
MOIL-SAMP-00716,21.40047,79.25703,Kandri Mine,2.1,309.6,0.539,26.8,34.3,1308.9,-0.2,1.042,14.5,0
MOIL-SAMP-00717,21.55364,79.74592,Chikla Mine,1.27,392.4,0.374,56.6,34.9,1365.1,22.67,2.036,30.1,1
MOIL-SAMP-00718,21.41398,79.26502,Kandri Mine,0.39,337.9,0.321,51.3,36.2,1265.4,11.1,2.358,46.7,1
MOIL-SAMP-00719,21.60468,79.75166,Chikla Mine,4.55,274.1,0.88,34.8,31.4,1379.3,-11.1,0.854,5.6,0
MOIL-SAMP-00720,21.73425,80.16338,Balaghat Mine (Largest underground Mn mine),7.94,445.9,0.626,42.4,30.1,1360.9,-6.02,1.156,10.2,0
MOIL-SAMP-00721,21.58637,79.71833,Dongri Buzurg Mine,4.18,436.9,0.248,54.0,38.2,1282.6,38.08,2.186,51.9,1
MOIL-SAMP-00722,21.7468,80.15629,Balaghat Mine (Largest underground Mn mine),6.94,402.3,0.688,58.6,32.4,1371.8,-18.13,1.308,10.7,0
MOIL-SAMP-00723,21.57607,79.74385,Chikla Mine,1.29,485.3,0.227,59.8,38.1,1353.3,33.72,2.285,44.2,1
MOIL-SAMP-00724,21.54406,79.73522,Chikla Mine,2.37,394.7,0.691,22.3,32.2,1305.9,-7.92,1.33,10.1,0
MOIL-SAMP-00725,21.58072,79.7615,Sitasaongi Mine,0.26,438.9,0.186,56.8,34.8,1288.6,24.44,2.217,44.7,1
MOIL-SAMP-00726,21.41466,79.26677,Kandri Mine,0.26,440.2,0.383,64.1,32.8,1281.7,29.08,2.22,46.9,1
MOIL-SAMP-00727,21.41114,79.27629,Mansar Mine,1.49,319.5,0.19,66.1,35.5,1375.8,24.52,2.295,25.5,1
MOIL-SAMP-00728,21.7372,79.73419,Tirodi Mine,5.74,349.8,0.611,15.0,30.2,1378.7,-6.59,0.904,6.1,0
MOIL-SAMP-00729,21.97625,80.49382,Ukwa Mine,2.82,418.7,0.506,30.1,32.8,1211.6,-4.78,1.26,19.8,0
MOIL-SAMP-00730,21.57781,79.71501,Dongri Buzurg Mine,3.2,365.8,0.371,51.5,35.7,1266.5,28.34,2.168,44.0,1
MOIL-SAMP-00731,21.57657,79.73575,Chikla Mine,1.48,367.9,0.25,68.5,32.4,1312.6,15.53,2.073,50.2,1
MOIL-SAMP-00732,21.39827,79.26409,Mansar Mine,0.92,379.6,0.354,49.0,35.0,1140.4,27.28,1.827,44.7,1
MOIL-SAMP-00733,21.41544,79.28051,Mansar Mine,2.08,474.2,0.232,64.8,34.1,1371.9,26.77,1.798,52.9,1
MOIL-SAMP-00734,21.57944,79.74759,Chikla Mine,1.75,348.2,0.242,48.9,34.6,1451.9,19.47,1.854,43.4,1
MOIL-SAMP-00735,21.521,79.69656,Dongri Buzurg Mine,3.65,408.3,0.609,48.7,31.1,1297.0,-9.03,1.333,12.7,0
MOIL-SAMP-00736,21.83302,80.19417,Balaghat Mine (Largest underground Mn mine),3.45,456.9,0.291,61.3,32.9,1289.4,20.98,2.516,46.4,1
MOIL-SAMP-00737,21.39594,79.25906,Kandri Mine,2.47,318.1,0.311,58.7,34.3,1313.8,14.66,2.041,40.3,1
MOIL-SAMP-00738,21.42392,79.0005,Gumgaon Mine,3.63,418.4,0.596,35.1,28.9,1269.9,-9.07,1.486,22.4,0
MOIL-SAMP-00739,21.36591,79.27097,Mansar Mine,3.55,331.9,0.713,51.8,31.8,1339.4,-5.84,0.973,9.4,0
MOIL-SAMP-00740,21.59243,79.72975,Dongri Buzurg Mine,5.41,423.9,0.753,41.1,36.8,1340.6,-4.79,1.289,8.3,0
MOIL-SAMP-00741,21.5796,79.72938,Chikla Mine,2.12,437.8,0.69,69.1,30.5,1282.2,-4.71,0.724,15.2,0
MOIL-SAMP-00742,21.58346,79.74035,Chikla Mine,2.1,483.4,0.612,50.9,30.7,1166.5,-8.95,1.258,7.1,0
MOIL-SAMP-00743,21.71361,79.73299,Tirodi Mine,3.34,323.9,0.613,50.2,28.3,1257.2,-13.88,1.209,7.6,0
MOIL-SAMP-00744,21.83728,80.18453,Balaghat Mine (Largest underground Mn mine),3.86,370.5,0.675,51.4,30.4,1561.0,-7.69,1.459,14.5,0
MOIL-SAMP-00745,21.8477,80.20785,Balaghat Mine (Largest underground Mn mine),5.43,403.3,0.845,20.2,29.6,1370.7,8.69,1.056,12.8,0
MOIL-SAMP-00746,21.9832,80.48107,Ukwa Mine,2.15,372.8,0.263,58.1,32.9,1331.6,26.73,2.342,53.2,1
MOIL-SAMP-00747,21.52505,79.73555,Chikla Mine,4.41,421.7,0.679,51.9,29.5,1330.3,-7.72,1.126,12.3,0
MOIL-SAMP-00748,21.40747,79.25113,Kandri Mine,1.95,399.6,0.695,52.1,29.2,1387.8,-6.7,0.825,18.5,0
MOIL-SAMP-00749,21.39631,79.01681,Gumgaon Mine,1.56,348.6,0.253,62.6,36.1,1258.4,26.3,2.646,52.1,1
MOIL-SAMP-00750,21.48796,79.66464,Dongri Buzurg Mine,8.05,322.7,0.608,68.6,34.8,1348.6,-12.22,1.194,12.0,0
MOIL-SAMP-00751,21.82487,80.19213,Balaghat Mine (Largest underground Mn mine),2.52,501.9,0.429,49.8,36.8,1366.4,19.34,2.067,40.6,1
MOIL-SAMP-00752,21.53646,79.67483,Dongri Buzurg Mine,3.04,376.1,0.667,15.0,27.5,1205.6,-11.52,1.228,15.4,0
MOIL-SAMP-00753,21.98642,80.48113,Ukwa Mine,2.45,442.7,0.279,48.7,33.4,1206.9,22.59,2.125,46.1,1
MOIL-SAMP-00754,21.69129,79.72625,Tirodi Mine,1.2,390.8,0.38,57.3,34.0,1222.8,18.62,2.763,46.5,1
MOIL-SAMP-00755,21.53827,79.71577,Chikla Mine,3.97,352.1,0.451,33.0,33.5,1280.4,3.48,0.856,18.3,0
MOIL-SAMP-00756,21.98441,80.46586,Ukwa Mine,1.83,461.6,0.274,55.6,36.0,1371.9,27.4,2.524,49.3,1
MOIL-SAMP-00757,21.99704,80.47879,Ukwa Mine,3.4,462.3,0.328,60.5,35.4,1361.1,15.12,1.702,33.3,1
MOIL-SAMP-00758,21.56148,79.74463,Chikla Mine,0.43,436.5,0.35,68.6,34.0,1163.0,16.86,2.241,54.6,1
MOIL-SAMP-00759,21.36903,78.98806,Gumgaon Mine,2.89,387.6,0.7,44.8,31.5,1314.0,-8.14,1.28,18.5,0
MOIL-SAMP-00760,21.38891,79.01005,Gumgaon Mine,0.79,308.3,0.346,56.5,35.7,1189.6,38.82,1.904,46.7,1
MOIL-SAMP-00761,21.60745,79.71153,Dongri Buzurg Mine,6.09,317.7,0.571,63.0,31.4,1386.6,-6.42,0.526,13.5,0
MOIL-SAMP-00762,21.57494,79.75221,Sitasaongi Mine,1.27,413.7,0.246,41.6,32.1,1413.9,19.05,1.672,51.7,1
MOIL-SAMP-00763,21.40893,79.00125,Gumgaon Mine,1.97,351.1,0.448,41.4,31.3,1141.0,-3.69,1.029,12.0,0
MOIL-SAMP-00764,21.40153,79.26568,Mansar Mine,0.85,327.8,0.184,48.0,34.7,1475.3,11.89,1.815,31.7,1
MOIL-SAMP-00765,21.84276,80.19669,Balaghat Mine (Largest underground Mn mine),4.56,492.7,0.241,45.5,35.6,1244.6,22.25,2.154,38.5,1
MOIL-SAMP-00766,21.39949,79.27449,Mansar Mine,0.23,313.3,0.334,61.0,32.8,1416.8,14.62,2.526,33.9,1
MOIL-SAMP-00767,21.96208,80.4616,Ukwa Mine,0.93,390.3,0.366,51.7,35.3,1333.6,23.08,2.239,66.7,1
MOIL-SAMP-00768,21.44873,79.29002,Kandri Mine,4.24,370.0,0.775,70.6,32.8,1221.4,-3.07,0.678,18.4,0
MOIL-SAMP-00769,21.42605,79.26188,Kandri Mine,1.13,360.5,0.407,50.0,34.3,1106.6,24.33,2.277,26.2,1
MOIL-SAMP-00770,21.39056,78.99576,Gumgaon Mine,0.73,358.1,0.267,64.4,34.7,1247.1,20.17,2.325,47.6,1
MOIL-SAMP-00771,21.4102,79.00273,Gumgaon Mine,2.1,331.4,0.603,34.3,30.7,1268.0,-6.86,0.859,0.4,0
MOIL-SAMP-00772,21.96298,80.44816,Ukwa Mine,2.12,474.0,0.773,41.1,34.9,1308.5,-9.83,1.303,9.7,0
MOIL-SAMP-00773,21.39945,79.26665,Mansar Mine,0.68,466.7,0.373,54.6,36.9,1265.0,23.8,2.797,39.5,1
MOIL-SAMP-00774,21.57138,79.75987,Sitasaongi Mine,1.29,422.7,0.281,61.2,31.7,1496.8,19.0,2.415,50.2,1
MOIL-SAMP-00775,21.55617,79.69764,Dongri Buzurg Mine,0.24,393.2,0.159,54.3,35.0,1281.5,20.14,2.639,52.1,1
MOIL-SAMP-00776,21.95785,80.44955,Ukwa Mine,2.21,391.9,0.309,71.4,33.8,1433.7,19.92,2.686,38.3,1
MOIL-SAMP-00777,21.38222,79.26499,Mansar Mine,1.93,394.5,0.726,23.8,30.7,1371.1,11.07,1.189,6.4,0
MOIL-SAMP-00778,21.3851,78.99026,Gumgaon Mine,1.46,306.3,0.355,66.6,36.1,1299.2,20.54,2.317,57.2,1
MOIL-SAMP-00779,21.55164,79.73679,Chikla Mine,1.52,383.9,0.254,64.6,34.7,1221.8,13.07,1.601,42.7,1
MOIL-SAMP-00780,21.98519,80.48026,Ukwa Mine,2.28,398.0,0.244,67.5,35.3,1416.9,24.64,2.894,39.9,1
MOIL-SAMP-00781,21.61508,79.77672,Sitasaongi Mine,3.9,307.0,0.746,65.4,30.3,1439.1,0.6,0.946,7.7,0
MOIL-SAMP-00782,21.37868,79.25585,Mansar Mine,2.78,408.7,0.737,61.3,31.1,1234.8,1.69,1.589,14.3,0
MOIL-SAMP-00783,21.94144,80.43407,Ukwa Mine,4.57,380.0,0.829,35.6,36.0,1404.2,-3.23,1.296,11.3,0
MOIL-SAMP-00784,21.54062,79.74,Chikla Mine,2.65,362.3,0.308,53.8,36.4,1395.7,27.94,2.395,46.5,1
MOIL-SAMP-00785,21.44186,79.27167,Kandri Mine,2.79,514.9,0.308,52.2,37.3,1410.7,14.01,1.651,28.5,1
MOIL-SAMP-00786,21.54909,79.73379,Chikla Mine,1.9,416.3,0.311,49.6,38.1,1334.3,28.41,2.222,34.1,1
MOIL-SAMP-00787,21.56668,79.71923,Dongri Buzurg Mine,2.66,419.7,0.523,19.0,29.9,1348.1,-11.23,0.882,7.7,0
MOIL-SAMP-00788,21.96044,80.4682,Ukwa Mine,0.84,377.1,0.261,69.7,33.0,1508.7,28.02,1.739,50.1,1
MOIL-SAMP-00789,21.69491,79.70402,Tirodi Mine,1.34,413.5,0.288,69.2,34.0,1378.5,28.89,1.853,44.1,1
MOIL-SAMP-00790,21.96854,80.47216,Ukwa Mine,0.43,411.5,0.373,44.5,33.6,1385.9,26.36,1.903,30.0,1
MOIL-SAMP-00791,21.56052,79.75791,Sitasaongi Mine,2.51,378.6,0.625,45.7,35.0,1405.5,7.28,1.352,6.6,0
MOIL-SAMP-00792,21.92871,80.44853,Ukwa Mine,4.79,475.1,0.644,38.9,35.6,1353.1,-8.3,1.106,11.4,0
MOIL-SAMP-00793,21.38512,79.28501,Mansar Mine,1.89,354.5,0.578,31.1,30.8,1210.1,-0.65,1.333,9.4,0
MOIL-SAMP-00794,21.56989,79.70072,Dongri Buzurg Mine,1.79,401.5,0.252,47.7,36.1,1104.6,24.75,1.977,46.2,1
MOIL-SAMP-00795,21.41213,79.26633,Kandri Mine,0.54,395.1,0.312,55.8,34.1,1273.0,21.59,3.249,52.2,1
MOIL-SAMP-00796,21.9865,80.48131,Ukwa Mine,2.46,410.0,0.474,47.6,32.5,1441.5,-6.61,0.978,4.2,0
MOIL-SAMP-00797,21.977,80.47074,Ukwa Mine,1.03,441.9,0.283,59.8,35.8,1325.0,13.76,2.343,34.5,1
MOIL-SAMP-00798,21.53886,79.73385,Chikla Mine,2.96,342.5,0.191,53.2,35.2,1279.3,21.33,1.76,60.5,1
MOIL-SAMP-00799,21.54555,79.73238,Chikla Mine,2.32,353.3,0.531,54.2,30.4,1311.9,1.06,1.388,20.8,0
MOIL-SAMP-00800,21.45408,79.25216,Kandri Mine,4.38,375.7,0.506,43.7,32.4,1277.2,-0.43,1.347,21.2,0
MOIL-SAMP-00801,21.60064,79.762,Sitasaongi Mine,1.95,389.5,0.254,51.6,35.2,1322.4,28.6,2.551,25.4,1
MOIL-SAMP-00802,21.60267,79.70644,Dongri Buzurg Mine,5.46,381.2,0.765,36.1,31.7,1332.7,-12.57,0.697,23.7,0
MOIL-SAMP-00803,21.38232,78.99454,Gumgaon Mine,1.3,353.0,0.25,57.6,36.5,1278.7,27.33,2.4,31.4,1
MOIL-SAMP-00804,21.54486,79.7363,Chikla Mine,2.25,368.8,0.294,62.4,34.6,1359.1,21.69,2.179,70.9,1
MOIL-SAMP-00805,21.52115,79.67543,Dongri Buzurg Mine,4.29,422.0,0.527,66.1,28.6,1166.7,-15.68,1.735,12.3,0
MOIL-SAMP-00806,21.4029,79.27329,Mansar Mine,0.54,348.7,0.197,58.1,34.8,1304.8,27.29,1.961,60.3,1
MOIL-SAMP-00807,21.57658,79.7074,Dongri Buzurg Mine,2.7,408.5,0.192,49.8,32.9,1405.7,22.54,1.955,50.8,1
MOIL-SAMP-00808,21.54569,79.69842,Dongri Buzurg Mine,0.92,417.8,0.241,63.5,33.5,1316.6,16.87,1.811,42.5,1
MOIL-SAMP-00809,21.53761,79.73383,Chikla Mine,3.09,374.4,0.592,48.9,30.1,1347.0,-7.57,0.558,22.4,0
MOIL-SAMP-00810,21.35659,79.26949,Mansar Mine,4.59,311.2,0.368,36.0,31.7,1288.2,-8.65,1.319,14.6,0
MOIL-SAMP-00811,21.56989,79.75618,Sitasaongi Mine,1.53,256.0,0.823,26.3,27.1,1340.0,-6.32,1.448,8.2,0
MOIL-SAMP-00812,21.3774,79.00745,Gumgaon Mine,1.6,370.1,0.375,58.0,30.6,1285.0,31.54,2.117,48.9,1
MOIL-SAMP-00813,21.7909,80.20192,Balaghat Mine (Largest underground Mn mine),1.98,388.0,0.391,15.0,31.7,1378.5,-15.83,1.391,16.2,0
MOIL-SAMP-00814,21.56543,79.7592,Sitasaongi Mine,1.95,384.6,0.28,51.9,30.8,1316.2,16.6,2.419,58.2,1
MOIL-SAMP-00815,21.5782,79.73207,Chikla Mine,1.83,319.5,0.569,49.9,35.5,1315.2,-3.14,1.357,22.2,0
MOIL-SAMP-00816,21.51247,79.68475,Dongri Buzurg Mine,4.78,376.0,0.678,26.2,32.3,1429.1,-3.06,1.146,6.3,0
MOIL-SAMP-00817,21.42397,79.26162,Kandri Mine,0.95,380.5,0.147,46.7,35.9,1313.9,21.34,2.009,46.9,1
MOIL-SAMP-00818,21.60746,79.76146,Sitasaongi Mine,2.71,432.2,0.4,55.4,35.2,1330.3,26.52,1.856,48.2,1
MOIL-SAMP-00819,21.55512,79.75245,Sitasaongi Mine,3.21,424.2,0.79,36.4,26.1,1155.6,-7.08,0.708,3.6,0
MOIL-SAMP-00820,21.9422,80.46066,Ukwa Mine,2.95,388.9,0.746,49.7,28.2,1317.9,-8.04,1.052,13.2,0
MOIL-SAMP-00821,21.38874,79.26238,Mansar Mine,1.5,330.1,0.672,20.5,27.7,1334.4,-14.77,1.241,16.7,0
MOIL-SAMP-00822,21.40057,79.01727,Gumgaon Mine,1.82,350.7,0.651,23.3,29.0,1298.2,-3.49,1.158,4.6,0
MOIL-SAMP-00823,21.71728,79.73356,Tirodi Mine,3.72,350.8,0.599,30.8,28.0,1323.1,-6.46,1.372,23.1,0
MOIL-SAMP-00824,21.38682,78.99597,Gumgaon Mine,0.86,371.9,0.303,65.2,33.0,1363.2,27.97,2.488,49.0,1
MOIL-SAMP-00825,21.57414,79.69397,Dongri Buzurg Mine,2.26,381.5,0.368,59.7,34.3,1168.4,25.2,2.511,57.6,1
MOIL-SAMP-00826,21.40309,79.25521,Kandri Mine,1.96,396.2,0.673,30.2,32.1,1271.0,-6.48,1.196,5.3,0
MOIL-SAMP-00827,21.94776,80.45008,Ukwa Mine,2.9,461.2,0.635,43.8,31.3,1454.5,-3.41,1.576,13.7,0
MOIL-SAMP-00828,21.4065,79.27613,Mansar Mine,0.99,335.5,0.386,62.5,32.6,1334.8,26.5,2.289,40.5,1
MOIL-SAMP-00829,21.37023,79.00231,Gumgaon Mine,2.32,322.9,0.614,46.7,27.2,1185.6,-10.17,1.37,11.6,0
MOIL-SAMP-00830,21.40754,78.99024,Gumgaon Mine,2.23,389.0,0.515,39.5,33.2,1330.4,1.02,1.375,19.1,0
MOIL-SAMP-00831,21.85573,80.2251,Balaghat Mine (Largest underground Mn mine),7.06,394.4,0.77,42.8,29.8,1363.0,-8.86,1.133,10.8,0
MOIL-SAMP-00832,21.61011,79.75868,Sitasaongi Mine,3.01,440.5,0.669,58.0,31.8,1372.5,-4.72,1.186,17.5,0
MOIL-SAMP-00833,21.39906,79.26223,Kandri Mine,2.04,333.1,0.344,50.0,34.5,1241.0,22.75,2.3,49.3,1
MOIL-SAMP-00834,21.55377,79.74068,Chikla Mine,1.19,352.3,0.373,48.0,37.3,1329.3,18.63,2.639,46.7,1
MOIL-SAMP-00835,21.59852,79.75667,Sitasaongi Mine,1.77,420.1,0.665,22.0,33.8,1216.9,-7.53,1.189,10.9,0
MOIL-SAMP-00836,21.56203,79.73407,Chikla Mine,0.87,307.5,0.155,63.3,34.3,1367.5,26.43,2.306,43.7,1
MOIL-SAMP-00837,21.41415,79.25098,Kandri Mine,1.69,386.2,0.591,28.2,30.1,1396.4,-4.56,1.156,23.8,0
MOIL-SAMP-00838,21.57356,79.75872,Sitasaongi Mine,1.07,441.6,0.254,67.8,33.9,1222.3,31.8,2.035,41.3,1
MOIL-SAMP-00839,21.55486,79.6859,Dongri Buzurg Mine,1.19,394.7,0.301,54.6,32.4,1298.0,28.14,1.721,34.6,1
MOIL-SAMP-00840,21.36978,79.26888,Mansar Mine,3.15,345.0,0.675,42.6,33.8,1277.3,-9.96,1.138,4.7,0
MOIL-SAMP-00841,21.52451,79.7463,Chikla Mine,4.44,350.2,0.818,63.2,33.7,1340.8,-8.91,1.397,11.3,0
MOIL-SAMP-00842,21.54589,79.70727,Dongri Buzurg Mine,1.36,383.8,0.162,60.2,34.4,1267.4,27.05,2.019,32.6,1
MOIL-SAMP-00843,21.54992,79.70361,Dongri Buzurg Mine,0.79,349.6,0.45,60.1,34.6,1374.6,27.56,1.93,46.9,1
MOIL-SAMP-00844,21.58543,79.74358,Chikla Mine,2.32,305.2,0.221,39.5,34.7,1330.2,14.55,1.874,52.8,1
MOIL-SAMP-00845,21.4858,79.65199,Dongri Buzurg Mine,8.89,440.6,0.88,26.2,37.0,1171.0,-2.58,1.491,15.5,0
MOIL-SAMP-00846,21.57708,79.73189,Chikla Mine,1.74,379.5,0.258,62.3,33.7,1357.4,22.37,2.178,31.3,1
MOIL-SAMP-00847,21.41062,79.28606,Mansar Mine,1.94,370.7,0.736,38.9,28.8,1300.2,-1.81,1.259,13.6,0
MOIL-SAMP-00848,21.97597,80.46817,Ukwa Mine,0.88,339.2,0.262,61.0,32.6,1306.9,21.94,1.774,33.0,1
MOIL-SAMP-00849,21.57513,79.76093,Sitasaongi Mine,0.87,396.6,0.35,55.8,36.0,1423.1,16.3,2.017,13.6,1
MOIL-SAMP-00850,21.37522,79.26893,Mansar Mine,2.55,324.8,0.556,42.6,29.0,1228.0,-0.88,0.955,12.0,0
MOIL-SAMP-00851,21.38014,78.98841,Gumgaon Mine,1.93,439.7,0.465,49.7,31.3,1389.7,-21.88,1.283,12.5,0
MOIL-SAMP-00852,21.62669,79.69852,Tirodi Mine,7.04,410.1,0.677,19.7,27.9,1314.0,0.55,0.842,13.6,0
MOIL-SAMP-00853,21.43967,79.27472,Kandri Mine,2.63,346.0,0.47,68.5,36.8,1287.3,24.75,1.989,36.5,1
MOIL-SAMP-00854,21.58505,79.70084,Dongri Buzurg Mine,3.45,393.8,0.583,51.7,32.0,1346.2,-3.58,0.807,10.3,0
MOIL-SAMP-00855,22.02163,80.51654,Ukwa Mine,7.76,387.0,0.621,31.1,32.9,1400.6,-11.02,1.189,5.9,0
MOIL-SAMP-00856,21.38748,79.00659,Gumgaon Mine,0.57,350.8,0.12,50.6,33.5,1353.9,27.53,1.98,52.3,1
MOIL-SAMP-00857,21.38019,79.0168,Gumgaon Mine,1.89,440.9,0.571,48.2,29.6,1204.6,-5.49,1.173,0.7,0
MOIL-SAMP-00858,21.93963,80.44958,Ukwa Mine,3.67,423.1,0.542,30.0,31.3,1223.4,-0.96,1.504,14.7,0
MOIL-SAMP-00859,21.66858,79.71295,Tirodi Mine,2.21,453.6,0.368,61.0,34.9,1392.2,42.17,1.936,41.0,1
MOIL-SAMP-00860,21.51519,79.69278,Dongri Buzurg Mine,4.32,397.3,0.609,43.9,30.8,1358.1,0.2,1.024,21.0,0
MOIL-SAMP-00861,21.52402,79.67332,Dongri Buzurg Mine,4.15,397.8,0.324,64.9,33.8,1347.1,17.76,2.319,55.7,1
MOIL-SAMP-00862,21.38001,79.26494,Mansar Mine,2.16,400.6,0.22,41.5,33.3,1135.9,12.21,2.28,33.7,1
MOIL-SAMP-00863,21.84555,80.21724,Balaghat Mine (Largest underground Mn mine),5.68,439.4,0.702,21.9,29.7,1464.8,-5.69,1.091,15.7,0
MOIL-SAMP-00864,21.54699,79.70446,Dongri Buzurg Mine,1.07,453.5,0.22,49.9,34.5,1337.3,33.17,2.026,38.1,1
MOIL-SAMP-00865,21.4126,79.29013,Mansar Mine,2.4,320.3,0.763,64.2,31.7,1056.4,-5.61,1.11,10.9,0
MOIL-SAMP-00866,21.97689,80.46305,Ukwa Mine,1.11,313.7,0.207,56.4,32.9,1341.4,35.75,1.796,50.9,1
MOIL-SAMP-00867,21.54598,79.7353,Chikla Mine,2.16,432.6,0.254,47.5,32.5,1388.0,17.87,2.372,27.6,1
MOIL-SAMP-00868,21.67374,79.69812,Tirodi Mine,2.39,392.0,0.475,43.6,26.3,1388.5,-1.23,1.416,20.3,0
MOIL-SAMP-00869,21.58704,79.78161,Sitasaongi Mine,2.18,344.6,0.532,51.3,33.8,1279.6,4.3,1.397,6.9,0
MOIL-SAMP-00870,21.85161,80.20272,Balaghat Mine (Largest underground Mn mine),5.66,485.1,0.427,46.4,30.4,1406.4,-13.25,1.245,22.3,0
MOIL-SAMP-00871,21.62794,79.7763,Sitasaongi Mine,5.22,332.0,0.7,45.9,31.0,1303.3,-5.62,1.061,10.8,0
MOIL-SAMP-00872,21.39058,79.00257,Gumgaon Mine,0.07,321.1,0.299,68.0,33.2,1304.2,28.34,1.191,27.9,1
MOIL-SAMP-00873,21.98383,80.46309,Ukwa Mine,1.82,383.9,0.241,48.8,31.4,1251.7,13.76,1.685,39.9,1
MOIL-SAMP-00874,21.4021,79.00989,Gumgaon Mine,1.41,464.0,0.294,58.4,34.9,1237.4,29.75,1.683,14.2,1
MOIL-SAMP-00875,21.7109,79.71976,Tirodi Mine,2.52,348.1,0.593,63.3,32.0,1328.7,-10.29,1.203,4.5,0
MOIL-SAMP-00876,21.5228,79.6669,Dongri Buzurg Mine,4.68,370.1,0.599,27.1,30.2,1250.7,1.63,1.316,10.1,0
MOIL-SAMP-00877,21.41668,79.00364,Gumgaon Mine,2.82,381.5,0.593,54.0,26.7,1294.2,-14.73,1.102,17.0,0
MOIL-SAMP-00878,21.55665,79.73756,Chikla Mine,0.98,454.6,0.372,60.0,33.0,1372.4,31.14,2.24,19.8,1
MOIL-SAMP-00879,21.58178,79.71116,Dongri Buzurg Mine,3.39,465.6,0.198,61.0,33.9,1312.1,24.23,1.96,30.0,1
MOIL-SAMP-00880,21.37142,79.00501,Gumgaon Mine,2.2,411.2,0.58,48.0,31.2,1353.8,-5.49,1.207,14.4,0
MOIL-SAMP-00881,21.61302,79.77184,Sitasaongi Mine,3.5,318.0,0.196,59.4,34.4,1383.2,22.48,2.584,47.7,1
MOIL-SAMP-00882,21.57921,79.7107,Dongri Buzurg Mine,3.11,373.0,0.26,58.3,34.2,1272.8,26.62,2.005,36.5,1
MOIL-SAMP-00883,21.37799,78.99943,Gumgaon Mine,1.5,322.0,0.305,67.0,37.1,1291.2,29.44,2.522,43.4,1
MOIL-SAMP-00884,21.55105,79.70036,Dongri Buzurg Mine,0.45,378.2,0.321,56.4,32.9,1360.2,29.35,2.461,29.0,1
MOIL-SAMP-00885,21.38976,79.26504,Mansar Mine,1.23,335.5,0.354,72.9,36.8,1270.0,13.05,2.791,29.9,1
MOIL-SAMP-00886,21.96665,80.48382,Ukwa Mine,1.64,310.9,0.538,61.0,33.0,1521.1,-2.96,1.102,7.8,0
MOIL-SAMP-00887,21.37184,79.00946,Gumgaon Mine,2.25,387.3,0.755,47.4,31.9,1344.6,-6.96,1.314,10.3,0
MOIL-SAMP-00888,21.55079,79.69604,Dongri Buzurg Mine,0.38,338.4,0.326,67.0,33.9,1381.2,44.33,2.553,32.5,1
MOIL-SAMP-00889,21.36418,78.99253,Gumgaon Mine,3.17,394.4,0.339,60.2,36.6,1374.8,9.1,2.002,53.8,1
MOIL-SAMP-00890,21.41293,79.01277,Gumgaon Mine,2.62,421.1,0.624,46.8,33.7,1353.6,-9.15,1.076,19.5,0
